id sample.1215A sample.1215B sample.1215C sample.1215D sample.1215E sample.1215F sample.1216A sample.1216B sample.1216C sample.1216D sample.1216E sample.1216F sample.1545A sample.1545B sample.1545D sample.1545E sample.1545F sample.163033B sample.163033D sample.163033E sample.163033F sample.163036A sample.163036B sample.163036C sample.163036D sample.163036Eredo sample.163036Fredo sample.163038A sample.163038B sample.163038C sample.163038D sample.163038E sample.163038F sample.163043A sample.163043B sample.163043C sample.163043D sample.163043E sample.163043F sample.163044B sample.163044C sample.163044D sample.163044F sample.163047A sample.163047B sample.163047C sample.163047D sample.163047E sample.163047F sample.163048A sample.163048B sample.163048C sample.163048E sample.163048F sample.163056A sample.163056B sample.163056C sample.163056D sample.163056E sample.163056F sample.163076A sample.163076B sample.163076C sample.163076D sample.163076E sample.163076F sample.1635A sample.1635B sample.1635C sample.1635D sample.1635E sample.1635F sample.163634A sample.163634B sample.163634C sample.163634D sample.163634E sample.163634F sample.163638A sample.163638B sample.163638C sample.163638D sample.163638E sample.163641A sample.163641B sample.163641C sample.163641E sample.164000A sample.164000B sample.164000C sample.164000D sample.164000E sample.164000F sample.164004A sample.164004B sample.164004C sample.164004D sample.164004E sample.164004F sample.164005A sample.164005B sample.164005C sample.164005D sample.164005E sample.164005F sample.164007A sample.164007B sample.164007C sample.164007E sample.164007F sample.164008A sample.164008B sample.164008C sample.164008E sample.164010B sample.164010C sample.164010D sample.164010E sample.164010F sample.164011A sample.164011B sample.164011C sample.164011E sample.164077A sample.164077B sample.164077C sample.164077D sample.164077E sample.164077F sample.164079B sample.164079C sample.164079F sample.164086A sample.164086B sample.164086C sample.164086D sample.164086F sample.164087C sample.164087F sample.164088A sample.164088B sample.164088C sample.164088E sample.164088F sample.164189A sample.164189B sample.164189C sample.164189D sample.164189E sample.164189F sample.164263B sample.164263C sample.164263D sample.164263E sample.164263F sample.164576A sample.164576B sample.164576C sample.164576D sample.164576E sample.164576F sample.164577A sample.164577C sample.164577D sample.164577E sample.164577F sample.164579A sample.164579C sample.164579D sample.164579E sample.164580A sample.164580B sample.164580C sample.164580D sample.164580E sample.164580F sample.164584A sample.164584B sample.164584C sample.164584D sample.164584E sample.164584F sample.164743A sample.164743C sample.164743D sample.164743E sample.164743F sample.164748A sample.164748B sample.164748C sample.164748D sample.164748E sample.164749A sample.164749C sample.164749D sample.164749F sample.170043A sample.170043B sample.170043C sample.170043D sample.170043E sample.170043F sample.170055A sample.170055B sample.170055C sample.170055D sample.170055E sample.170055F sample.170091A sample.170091B sample.170091C sample.170091D sample.170091F sample.170092A sample.170092B sample.170092C sample.170092E sample.170092F sample.170521A sample.170521B sample.170521C sample.170521D sample.170521F sample.170551A sample.170551B sample.170551C sample.170551D sample.170551E sample.170551F sample.170552A sample.170552B sample.170552C sample.170552D sample.170552F sample.170553A sample.170553B sample.170553C sample.170553D sample.170553E sample.170553F sample.170555A sample.170555B sample.170555C sample.170555D sample.170555F sample.170557A sample.170557B sample.170557C sample.170557E sample.170557F sample.170558B sample.170558C sample.170558D sample.170558E sample.170558F sample.170859A sample.170859C sample.170859D sample.170859F sample.170969B sample.170969C sample.170969D sample.170969F sample.170977A sample.170977B sample.170977C sample.170977D sample.170977E sample.170977F sample.170979B sample.170979C sample.170979D sample.170979E sample.170979F sample.170980A sample.170980B sample.170980C sample.170980D sample.170981B sample.170981C sample.170981E sample.170981F sample.170982B sample.170982C sample.170982D sample.170982E sample.170983A sample.170983B sample.170983C sample.170983D sample.170983E sample.170983F sample.170992B sample.170992C sample.170992D sample.170992E sample.170992F sample.170A sample.170B sample.170C sample.170F sample.171330A sample.171330B sample.171330C sample.171330D sample.171330E sample.171330F sample.171334B sample.171334C sample.171334D sample.171334F sample.171348A sample.171348B sample.171348C sample.171348D sample.171348F sample.171401A sample.171401B sample.171401C sample.171401D sample.171401E sample.171401F sample.171407A sample.171407B sample.171407C sample.171407D sample.171407E sample.171407F sample.171413A sample.171413B sample.171413C sample.171413D sample.171413E sample.171414B sample.171414C sample.171414F sample.171421A sample.171421B sample.171421C sample.171421D sample.171421E sample.171421F sample.171425A sample.171425C sample.171425D sample.171425E sample.171425F sample.171554A sample.171554B sample.171554C sample.171554D sample.171554E sample.171554F sample.171913A sample.171913B sample.171913C sample.171913D sample.171913E sample.171913F sample.171A sample.171B sample.171C sample.171D sample.171E sample.171F sample.172044B sample.172044C sample.172044E sample.172044F sample.172047A sample.172047D sample.172047E sample.172047F sample.172048A sample.172048B sample.172048C sample.172048D sample.172048E sample.172048F sample.172A sample.172B sample.172C sample.172D sample.172E sample.172F sample.173038A sample.173038B sample.173038C sample.173038D sample.173038E sample.173038F sample.173040A sample.173040B sample.173040C sample.173040D sample.173040E sample.173040F sample.173041A sample.173041B sample.173041D sample.173041F sample.175A sample.175B sample.175C sample.175D sample.175E sample.175F sample.176A sample.176B sample.176E sample.176F sample.177A sample.177C sample.177D sample.177F sample.183B sample.183C sample.183D sample.183E sample.183F sample.203B sample.203E sample.204A sample.204B sample.204C sample.204D sample.204E sample.204F sample.2141A sample.2141B sample.2141C sample.2141D sample.2141E sample.2141F sample.2155A sample.2155B sample.2155C sample.2155D sample.2155E sample.2155F sample.2623B sample.2623C sample.2623D sample.2623E sample.2623F sample.2636B sample.2636C sample.2636D sample.2636E sample.2636F sample.2645A sample.2645B sample.2645C sample.2645D sample.2645F sample.2648A sample.2648B sample.2648C sample.2648D sample.2648E sample.2648F sample.2649A sample.2649B sample.2649D sample.2649E sample.2649F sample.2650A sample.2650B sample.2650C sample.2650D sample.2650E sample.2650F sample.285A sample.285B sample.285C sample.285D sample.285F sample.287A sample.287B sample.287C sample.287D sample.287F sample.290B sample.290C sample.290D sample.290E sample.290F sample.297A sample.297B sample.297C sample.297D sample.297E sample.297F sample.303A sample.303B sample.303C sample.303D sample.303E sample.303F sample.308B sample.308C sample.308D sample.308E sample.311A sample.311B sample.311E sample.311F sample.313A sample.313B sample.313C sample.313D sample.313E sample.313F sample.573A sample.573B sample.573C sample.573D sample.573E sample.573F sample.575A sample.575B sample.575C sample.575E sample.575F sample.613A sample.613B sample.613C sample.613D sample.613E sample.613F sample.621A sample.621B sample.621C sample.621E sample.621F sample.6310A sample.6310B sample.6310D sample.6310E sample.6310F sample.6311B sample.6311C sample.6311D sample.6311E sample.6311F sample.6316A sample.6316B sample.6316C sample.6316D sample.6316E sample.6316F sample.6317B sample.6317C sample.6317D sample.6317E sample.6317F sample.6318A sample.6318B sample.6318C sample.6318E sample.6322A sample.6322B sample.6322D sample.6322F sample.6323A sample.6323B sample.6323C sample.6323D sample.6323E sample.6323F sample.6324B sample.6324C sample.6324F sample.6325B sample.6325C sample.6325D sample.6325E sample.6325F sample.6327A sample.6327B sample.6327C sample.6327D sample.6327E sample.6327F sample.6341A sample.6341B sample.6341C sample.6341D sample.6341E sample.6341F sample.6342A sample.6342B sample.6342C sample.6342D sample.6342E sample.6344A sample.6344B sample.6344C sample.6344D sample.6344E sample.6344F sample.641A sample.641B sample.641C sample.641D sample.641E sample.641F sample.644A sample.644B sample.644C sample.644D sample.644E sample.644F sample.646A sample.646C sample.646D sample.646E sample.646F sample.650A sample.650B sample.650C sample.650D sample.650E sample.650F sample.652A sample.652B sample.652C sample.652D sample.652E sample.652F sample.653B sample.653C sample.653E sample.653F sample.656A sample.656B sample.656E sample.656F sample.657A sample.657B sample.657D sample.657E sample.657F sample.659A sample.659B sample.659C sample.659D sample.659E sample.659F sample.660B sample.660C sample.660D sample.660E sample.660F sample.661A sample.661C sample.661D sample.661F sample.663A sample.663B sample.663C sample.663D sample.663E sample.663F sample.664A sample.664B sample.664C sample.664D sample.664E sample.665A sample.665B sample.665D sample.665E sample.667A sample.667D sample.667E sample.667F sample.7144A sample.7144B sample.7144C sample.7144D sample.7144E sample.7144F sample.7188C sample.7188D sample.7188E sample.7188F sample.7189A sample.7189B sample.7189C sample.7189D sample.7189F sample.7190A sample.7190B sample.7190C sample.7190D sample.7190E sample.7190F sample.7191A sample.7191B sample.7191E sample.7191F sample.7192A sample.7192B sample.7192C sample.7192E sample.7192F sample.7193A sample.7193B sample.7193D sample.7193E sample.7193F sample.7194B sample.7194C sample.7194D sample.7194E sample.7196A sample.7196B sample.7196C sample.7196D sample.7196E sample.7196F sample.7197A sample.7197B sample.7197C sample.7197D sample.7197E sample.7197F sample.7198B sample.7198C sample.7198D sample.7198E sample.7198F sample.7201A sample.7201B sample.7201C sample.7201D sample.7201E sample.7201F sample.7202A sample.7202C sample.7202D sample.7202E sample.7202F sample.7204A sample.7204B sample.7204C sample.7204D sample.7204E sample.7204F sample.7205A sample.7205B sample.7205C sample.7205E sample.7205F sample.7206A sample.7206B sample.7206C sample.7206D sample.7206E sample.7206F sample.7207B sample.7207C sample.7207D sample.7207F sample.7208A sample.7208C sample.7208D sample.7208E sample.7208F sample.7218A sample.7218B sample.7218C sample.7218D sample.7218E sample.7218F sample.7220C sample.7220D sample.7220E sample.776A sample.776B sample.776C sample.776E sample.778A sample.778B sample.778C sample.778E sample.778F sample.779B sample.779C sample.779D sample.779E sample.779F sample.781A sample.781B sample.781C sample.781D sample.781F sample.784A sample.784B sample.784C sample.784E sample.786A sample.786B sample.786D sample.786E sample.786F sample.787A sample.787B sample.787C sample.787E sample.787F sample.788A sample.788B sample.788C sample.788D sample.788E sample.788F sample.790A sample.790B sample.790C sample.790D sample.790E sample.790F sample.792B sample.792C sample.792E sample.792F sample.794A sample.794B sample.794C sample.794D sample.794E sample.794F sample.8093A sample.8093B sample.8093C sample.8093D sample.8093E sample.8093F sample.8103A sample.8103B sample.8103C sample.8103D sample.8103E sample.8103F sample.8108A sample.8108B sample.8108C sample.8108D sample.8108E sample.8109A sample.8109B sample.8109C sample.8109D sample.8109E sample.8109F sample.8113A sample.8113B sample.8113C sample.8113D sample.8113E sample.8113F sample.8114A sample.8114B sample.8114C sample.8114E sample.8114F sample.8115B sample.8115C sample.8115D sample.8115E sample.8115F sample.8116A sample.8116B sample.8116C sample.8116E sample.8116F sample.8117A sample.8117B sample.8117D sample.8118B sample.8118C sample.8118E sample.8120A sample.8120B sample.8120C sample.8120D sample.8120E sample.8120F sample.8122A sample.8122B sample.8122C sample.8122D sample.8122E sample.8122F sample.8123B sample.8123C sample.8123D sample.8123E sample.826A sample.826B sample.826C sample.826D sample.826E sample.826F sample.827A sample.827B sample.827C sample.827D sample.827E sample.827F sample.828A sample.828B sample.828C sample.828E sample.828F sample.829A sample.829B sample.829C sample.829D sample.829E sample.829F sample.831B sample.831C sample.831D sample.831E sample.831F sample.832B sample.832C sample.832D sample.832E sample.832F sample.833A sample.833B sample.833C sample.833D sample.833E sample.833F sample.834A sample.834B sample.834E sample.834F sample.839A sample.839B sample.839D sample.839E sample.839F sample.840A sample.840B sample.840C sample.840D sample.840E sample.840F sample.841A sample.841B sample.841C sample.841D sample.841E sample.841F sample.842A sample.842B sample.842C sample.842Dredo sample.842E sample.842F sample.843B sample.843D sample.843E sample.843F sample.844A sample.844B sample.844C sample.844D sample.844E sample.844F sample.847A sample.847B sample.847C sample.847D sample.847E sample.849A sample.849C sample.849D sample.849E sample.849F sample.9084A sample.9084B sample.9084C sample.9084E sample.9106B sample.9106C sample.9106D sample.9106E sample.9106F sample.9107A sample.9107B sample.9107D sample.9107E sample.9107F sample.9108A sample.9108B sample.9108C sample.9108D sample.9108F sample.9109B sample.9109C sample.9109D sample.9109E sample.9109F sample.9111B sample.9111C sample.9111D sample.9111E sample.9111F sample.9112A sample.9112B sample.9112C sample.9112D sample.9112E sample.9112F sample.9113A sample.9113B sample.9113C sample.9113D sample.9113E sample.9113F sample.9183A sample.9183C sample.9183E sample.9183F sample.9202A sample.9202B sample.9202C sample.9202D sample.9202E sample.9202F
M05712:22:000000000-C88B6:1:1101:11165:21934_CONS 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 8 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 7 0 0 8 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 4 0 1 4 5 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
M05712:22:000000000-C88B6:1:1101:12517:3752_CONS 0 0 0 0 0 0 0 0 0 0 0 0 240 0 2267 1453 623 0 0 0 0 2361 1859 2386 1564 2157 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 556 749 1044 2086 1759 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 596 545 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 269 0 0 286 391 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 195 0 374 1885 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2279 2602 4140 3623 3388 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1015 1022 1191 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 87 71 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 182 245 130 0 0 0 0 0 0 0 0 0 1334 979 0 0 0 0 0 0 0 0 0 0 0 46 92 1079 569 282 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 155 1943 1092 97 0 776 1429 1857 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 634 0 1036 357 0 0 0 0 0 473 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 0 45 59 201 115 2807 2088 1243 0 0 0 0 0 0 0 0 0 0 0 0 550 0 0 0 722 717 737 0 0 0 68 0 0 0 0 0 0 0 494 413 1926 0 2263 1995 3800 2470 2224 2795 0 0 0 0 0 0 0 0 0 0 321 0 934 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 166 450 0 489 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 89 222 0 0 0 159 0 606 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 176 0 958 1086 1116 413 1652 2260 1760 1885 2444 2216 2548 3031 0 0 936 0 0 617 0 0 0 1301 990 672 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 161 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 811 434 148 1103 986 678 1967 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2229 0 0 0 673 795 764 0 0 0 1083 1685 750 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 265 0 0 0 0 53 279 157 107 1233 1487 1112 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
M05712:22:000000000-C88B6:1:1101:12565:8957_CONS 11 16 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 73 35 19 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 87 81 85 4 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 29 62 57 14 18 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 135 18 7 0 3 67 55 64 28 14 15 17 30 12 0 0 0 157 43 46 34 35 0 0 4 0 10 13 43 40 25 7 20 10 4 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 11 18 4 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 19 20 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 9 0 0 0 17 28 32 0 0 51 55 0 0 0 0 0 0 0 0 0 3 0 9 15 3 6 0 0 0 0 111 123 154 96 59 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 4 0 0 0 0 0 0 9 4 0 0 93 70 59 31 43 21 26 74 84 39 15 35 4 0 0 0 0 0 0 0 0 4 3 0 0 26 12 95 37 51 15 0 0 0 0 0 0 0 0 0 0 0 19 14 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 196 122 108 71 72 0 0 0 0 0 0 128 80 69 189 118 95 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 12 0 72 49 71 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 8 0 0 0 5 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 19 25 0 0 0 4 0 10 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 24 0 0 0 0 0 0 0 0 0 0 0 0 48 40 34 5 7 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 3 12 0 0 0 0 0 0 0 0 7 6 5 0 0 0 51 13 11 0 19 45 19 11 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 17 4 0 0 0 0 0 0 0 91 135 125 4 0 3 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 11 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 19 0 0 0 52 65 47 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 29 28 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 3 26 22 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 4 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 16 11 6 5 9 12 7 0 0 22 44 71 0 0 0
